Category,City,Country,Customer ID,Customer Name,Market,Order Date,Order ID,Order Priority,Product ID,Product Name,Profit,Quantity,Sales,Segment,Ship Date,Ship Mode,Shipping Cost,State,Sub-Category,Week Number,Shipping Duration (Day),Region,Order Month,Order Quarter,Order Year,Sales Category,Location Key
Office Supplies,San Diego,United States,JD-161504,Justin Deggeller,North America - US,3/22/2012,US-2012-163279,Medium,OFF-PA-10003127,Staples,48.5392,4,106,Corporate,3/26/2012,Standard Class,7.5,California,Paper,12,4,North America - US - West,March,1,2012,Medium Sales,North America - US|United States|North America - US - West|California|San Diego
Office Supplies,San Diego,United States,RB-194354,Richard Bierner,North America - US,3/29/2012,US-2012-103996,High,OFF-PA-10001609,Tops Wirebound Message Log Books,4.5402,3,10,Consumer,3/31/2012,Second Class,2.51,California,Paper,13,2,North America - US - West,March,1,2012,Low Sales,North America - US|United States|North America - US - West|California|San Diego
Office Supplies,San Diego,United States,RB-194354,Richard Bierner,North America - US,3/29/2012,US-2012-103996,High,OFF-PA-10001736,Xerox 1880,99.9408,6,213,Consumer,3/31/2012,Second Class,15.03,California,Paper,13,2,North America - US - West,March,1,2012,Medium Sales,North America - US|United States|North America - US - West|California|San Diego
Office Supplies,San Diego,United States,BW-111104,Bart Watters,North America - US,4/26/2012,CA-2012-137302,Medium,OFF-AR-10000588,Newell 345,15.4752,3,60,Corporate,5/1/2012,Standard Class,4.15,California,Art,17,5,North America - US - West,April,2,2012,Low Sales,North America - US|United States|North America - US - West|California|San Diego
Office Supplies,San Diego,United States,BG-117404,Bruce Geld,North America - US,6/18/2012,CA-2012-154200,High,OFF-AR-10001044,"BOSTON Ranger #55 Pencil Sharpener, Black",15.0742,2,52,Consumer,6/22/2012,Standard Class,8.76,California,Art,25,4,North America - US - West,June,2,2012,Low Sales,North America - US|United States|North America - US - West|California|San Diego
Office Supplies,San Diego,United States,PF-191654,Philip Fox,North America - US,8/27/2012,CA-2012-101707,Medium,OFF-LA-10000134,Avery 511,1.4784,1,3,Consumer,9/1/2012,Standard Class,0.1,California,Labels,35,5,North America - US - West,August,3,2012,Low Sales,North America - US|United States|North America - US - West|California|San Diego
Office Supplies,San Diego,United States,PF-191654,Philip Fox,North America - US,8/27/2012,CA-2012-101707,Medium,OFF-PA-10002968,Xerox 1973,52.532,5,114,Consumer,9/1/2012,Standard Class,9.14,California,Paper,35,5,North America - US - West,August,3,2012,Medium Sales,North America - US|United States|North America - US - West|California|San Diego
Office Supplies,San Diego,United States,PF-191654,Philip Fox,North America - US,8/27/2012,CA-2012-101707,Medium,OFF-SU-10001218,Fiskars Softgrip Scissors,9.2232,3,33,Consumer,9/1/2012,Standard Class,0.96,California,Supplies,35,5,North America - US - West,August,3,2012,Low Sales,North America - US|United States|North America - US - West|California|San Diego
Office Supplies,San Diego,United States,SB-202904,Sean Braxton,North America - US,9/11/2012,CA-2012-153794,Medium,OFF-AR-10000380,"Hunt PowerHouse Electric Pencil Sharpener, Blue",79.758,7,266,Corporate,9/16/2012,Standard Class,14.44,California,Art,37,5,North America - US - West,September,3,2012,Medium Sales,North America - US|United States|North America - US - West|California|San Diego
Office Supplies,San Diego,United States,CM-121904,Charlotte Melton,North America - US,9/18/2012,CA-2012-101154,High,OFF-ST-10004186,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",8.8784,4,444,Consumer,9/21/2012,First Class,20,California,Storage,38,3,North America - US - West,September,3,2012,Medium Sales,North America - US|United States|North America - US - West|California|San Diego
Office Supplies,San Diego,United States,BS-118004,Bryan Spruell,North America - US,9/26/2012,CA-2012-122371,Medium,OFF-EN-10000056,Cameo Buff Policy Envelopes,58.4962,2,124,Home Office,10/1/2012,Standard Class,2.74,California,Envelopes,39,5,North America - US - West,September,3,2012,Medium Sales,North America - US|United States|North America - US - West|California|San Diego
Office Supplies,San Diego,United States,BS-118004,Bryan Spruell,North America - US,9/26/2012,CA-2012-122371,Medium,OFF-ST-10002370,"Sortfiler Multipurpose Personal File Organizer, Black",18.6093,3,64,Home Office,10/1/2012,Standard Class,6.21,California,Storage,39,5,North America - US - West,September,3,2012,Low Sales,North America - US|United States|North America - US - West|California|San Diego
Office Supplies,San Diego,United States,JF-153554,Jay Fein,North America - US,10/23/2012,CA-2012-132486,High,OFF-EN-10002600,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",5.664,4,12,Consumer,10/27/2012,Second Class,0.68,California,Envelopes,43,4,North America - US - West,October,4,2012,Low Sales,North America - US|United States|North America - US - West|California|San Diego
Office Supplies,San Diego,United States,JF-153554,Jay Fein,North America - US,10/23/2012,CA-2012-132486,High,OFF-PA-10004971,Xerox 196,5.6644,2,12,Consumer,10/27/2012,Second Class,2.08,California,Paper,43,4,North America - US - West,October,4,2012,Low Sales,North America - US|United States|North America - US - West|California|San Diego
Office Supplies,San Diego,United States,MZ-173354,Maria Zettner,North America - US,11/8/2012,CA-2012-117611,Critical,OFF-FA-10002280,Advantus Plastic Paper Clips,2.4,1,5,Home Office,11/10/2012,Second Class,0.69,California,Fasteners,45,2,North America - US - West,November,4,2012,Low Sales,North America - US|United States|North America - US - West|California|San Diego
Office Supplies,San Diego,United States,JG-158054,John Grady,North America - US,11/16/2012,CA-2012-120446,High,OFF-LA-10003148,Avery 51,8.694,3,19,Corporate,11/18/2012,First Class,3.31,California,Labels,46,2,North America - US - West,November,4,2012,Low Sales,North America - US|United States|North America - US - West|California|San Diego
Office Supplies,San Diego,United States,BS-116654,Brian Stugart,North America - US,11/17/2012,CA-2012-126725,High,OFF-PA-10001639,Xerox 203,15.552,5,32,Consumer,11/21/2012,Standard Class,4.39,California,Paper,46,4,North America - US - West,November,4,2012,Low Sales,North America - US|United States|North America - US - West|California|San Diego
Office Supplies,San Diego,United States,BS-116654,Brian Stugart,North America - US,11/17/2012,CA-2012-126725,High,OFF-ST-10001418,Carina Media Storage Towers in Natural & Black,6.098,5,305,Consumer,11/21/2012,Standard Class,23.14,California,Storage,46,4,North America - US - West,November,4,2012,Medium Sales,North America - US|United States|North America - US - West|California|San Diego
Office Supplies,San Diego,United States,BS-116654,Brian Stugart,North America - US,11/17/2012,CA-2012-126725,High,OFF-ST-10000129,Fellowes Recycled Storage Drawers,54.4047,7,777,Consumer,11/21/2012,Standard Class,43.12,California,Storage,46,4,North America - US - West,November,4,2012,High Sales,North America - US|United States|North America - US - West|California|San Diego
Office Supplies,San Diego,United States,CS-122504,Chris Selesnick,North America - US,11/20/2012,CA-2012-136420,High,OFF-LA-10002762,Avery 485,23.5564,4,50,Corporate,11/21/2012,First Class,9.59,California,Labels,47,1,North America - US - West,November,4,2012,Low Sales,North America - US|United States|North America - US - West|California|San Diego
Office Supplies,San Diego,United States,NP-183254,Naresj Patel,North America - US,12/6/2012,CA-2012-143490,Medium,OFF-AR-10002952,Stanley Contemporary Battery Pencil Sharpeners,33.642,9,120,Consumer,12/13/2012,Standard Class,4.44,California,Art,49,7,North America - US - West,December,4,2012,Medium Sales,North America - US|United States|North America - US - West|California|San Diego
Office Supplies,San Diego,United States,DK-133754,Dennis Kane,North America - US,12/12/2012,CA-2012-145065,Medium,OFF-FA-10001229,Staples,3.6156,2,8,Consumer,12/15/2012,First Class,0.92,California,Fasteners,50,3,North America - US - West,December,4,2012,Low Sales,North America - US|United States|North America - US - West|California|San Diego
Office Supplies,San Diego,United States,RA-192854,Ralph Arnett,North America - US,12/25/2012,CA-2012-111780,High,OFF-PA-10001667,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),8.073,3,18,Consumer,12/30/2012,Second Class,0.02,California,Paper,52,5,North America - US - West,December,4,2012,Low Sales,North America - US|United States|North America - US - West|California|San Diego
Office Supplies,San Diego,United States,RA-192854,Ralph Arnett,North America - US,12/25/2012,CA-2012-111780,High,OFF-PA-10001307,"Important Message Pads, 50 4-1/4 x 5-1/2 Forms per Pad",6.174,3,13,Consumer,12/30/2012,Second Class,2.16,California,Paper,52,5,North America - US - West,December,4,2012,Low Sales,North America - US|United States|North America - US - West|California|San Diego
Office Supplies,San Diego,United States,FP-143204,Frank Preis,North America - US,1/22/2013,CA-2013-125850,Medium,OFF-LA-10003498,Avery 475,22.2,3,44,Consumer,1/28/2013,Standard Class,4.18,California,Labels,4,6,North America - US - West,January,1,2013,Low Sales,North America - US|United States|North America - US - West|California|San Diego
Office Supplies,San Diego,United States,FP-143204,Frank Preis,North America - US,1/22/2013,CA-2013-125850,Medium,OFF-LA-10004484,Avery 476,9.499,5,21,Consumer,1/28/2013,Standard Class,0.28,California,Labels,4,6,North America - US - West,January,1,2013,Low Sales,North America - US|United States|North America - US - West|California|San Diego
Office Supplies,San Diego,United States,AZ-107504,Annie Zypern,North America - US,2/5/2013,CA-2013-100993,Medium,OFF-LA-10003223,Avery 508,7.2177,3,15,Consumer,2/10/2013,Standard Class,0.89,California,Labels,6,5,North America - US - West,February,1,2013,Low Sales,North America - US|United States|North America - US - West|California|San Diego
Office Supplies,San Diego,United States,AZ-107504,Annie Zypern,North America - US,2/5/2013,CA-2013-100993,Medium,OFF-ST-10004340,"Fellowes Mobile File Cart, Black",50.3658,3,187,Consumer,2/10/2013,Standard Class,11.07,California,Storage,6,5,North America - US - West,February,1,2013,Medium Sales,North America - US|United States|North America - US - West|California|San Diego
Office Supplies,San Diego,United States,MG-178904,Michael Granlund,North America - US,3/5/2013,CA-2013-154053,Medium,OFF-AR-10003727,Berol Giant Pencil Sharpener,4.9271,1,17,Home Office,3/11/2013,Standard Class,1.61,California,Art,10,6,North America - US - West,March,1,2013,Low Sales,North America - US|United States|North America - US - West|California|San Diego
Office Supplies,San Diego,United States,JK-161204,Julie Kriz,North America - US,4/16/2013,CA-2013-117849,High,OFF-PA-10004327,Xerox 1911,68.976,3,144,Home Office,4/18/2013,Second Class,18.75,California,Paper,16,2,North America - US - West,April,2,2013,Medium Sales,North America - US|United States|North America - US - West|California|San Diego
Office Supplies,San Diego,United States,IG-150854,Ivan Gibson,North America - US,6/18/2013,CA-2013-159345,High,OFF-PA-10000806,Xerox 1934,54.8604,2,112,Consumer,6/23/2013,Standard Class,17.26,California,Paper,25,5,North America - US - West,June,2,2013,Medium Sales,North America - US|United States|North America - US - West|California|San Diego
Office Supplies,San Diego,United States,MJ-177404,Max Jones,North America - US,6/25/2013,CA-2013-100300,High,OFF-AP-10001242,APC 7 Outlet Network SurgeArrest Surge Protector,72.432,3,241,Consumer,6/27/2013,Second Class,45.18,California,Appliances,26,2,North America - US - West,June,2,2013,Medium Sales,North America - US|United States|North America - US - West|California|San Diego
Office Supplies,San Diego,United States,MJ-177404,Max Jones,North America - US,6/25/2013,CA-2013-100300,High,OFF-PA-10000418,Xerox 189,50.328,1,105,Consumer,6/27/2013,Second Class,12.47,California,Paper,26,2,North America - US - West,June,2,2013,Medium Sales,North America - US|United States|North America - US - West|California|San Diego
Office Supplies,San Diego,United States,KC-165404,Kelly Collister,North America - US,9/12/2013,CA-2013-145625,Medium,OFF-PA-10004569,"Wirebound Message Books, Two 4 1/4"" x 5"" Forms per Page",3.5767,1,8,Consumer,9/18/2013,Standard Class,0.36,California,Paper,37,6,North America - US - West,September,3,2013,Low Sales,North America - US|United States|North America - US - West|California|San Diego
Office Supplies,San Diego,United States,JW-152204,Jane Waco,North America - US,9/19/2013,CA-2013-133935,High,OFF-PA-10000100,Xerox 1945,180.7659,9,369,Corporate,9/23/2013,Standard Class,23.3,California,Paper,38,4,North America - US - West,September,3,2013,Medium Sales,North America - US|United States|North America - US - West|California|San Diego
Office Supplies,San Diego,United States,DV-130454,Darrin Van Huff,North America - US,9/24/2013,CA-2013-106656,High,OFF-EN-10001509,Poly String Tie Envelopes,1.9176,2,4,Corporate,9/27/2013,First Class,0.96,California,Envelopes,39,3,North America - US - West,September,3,2013,Low Sales,North America - US|United States|North America - US - West|California|San Diego
Office Supplies,San Diego,United States,DV-130454,Darrin Van Huff,North America - US,9/24/2013,CA-2013-106656,High,OFF-LA-10003148,Avery 51,8.694,3,19,Corporate,9/27/2013,First Class,4.32,California,Labels,39,3,North America - US - West,September,3,2013,Low Sales,North America - US|United States|North America - US - West|California|San Diego
Office Supplies,San Diego,United States,JE-157454,Joel Eaton,North America - US,10/22/2013,CA-2013-144729,Medium,OFF-ST-10004804,"Belkin 19"" Vented Equipment Shelf, Black",1.5444,3,154,Consumer,10/26/2013,Standard Class,8.24,California,Storage,43,4,North America - US - West,October,4,2013,Medium Sales,North America - US|United States|North America - US - West|California|San Diego
